# Program:featureCounts v1.5.0-p3; Command:"/grp/gf/bin/bpucker/featureCounts/subread-1.5.0-p3-Linux-x86_64/bin/featureCounts" "-t" "gene" "-g" "old_locus_tag" "-a" "/vol/cluster-data/bpucker/nadja/ATCC13032.gff" "-o" "/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel.count_table.txt" "/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel/Aligned.sortedByCoord.out.bam
cg2269	NC_006958.1	2156355	2157164	+	810	14
cg2270	NC_006958.1	2157262	2157711	-	450	25
cg2271	NC_006958.1	2157721	2158338	-	618	69
cg2272	NC_006958.1	2158342	2159202	-	861	404
cg2273	NC_006958.1	2159195	2159938	-	744	892
cg2274	NC_006958.1	2159935	2160471	-	537	1056
cg2275	NC_006958.1	2160569	2161360	-	792	1239
cg2277	NC_006958.1	2161575	2163200	+	1626	106
cg2279	NC_006958.1	2163197	2164729	+	1533	419
cg2280	NC_006958.1	2164771	2166114	-	1344	7979
cg2282	NC_006958.1	2166914	2168038	+	1125	360
cg2283	NC_006958.1	2168035	2168433	-	399	1044
cg2284	NC_006958.1	2168464	2169792	+	1329	249
cg2285	NC_006958.1	2169839	2171104	+	1266	754
cg2286	NC_006958.1	2171101	2171439	-	339	87
cg2288	NC_006958.1	2171622	2171900	-	279	20
cg2289	NC_006958.1	2172020	2174572	-	2553	51
cg2290	NC_006958.1	2174619	2175521	-	903	169
cg2291	NC_006958.1	2175696	2177123	-	1428	19480
cg2292	NC_006958.1	2177330	2178289	-	960	892
cg2293	NC_006958.1	2178395	2179180	-	786	685
cg2294	NC_006958.1	2179260	2179919	-	660	720
cg2296	NC_006958.1	2179948	2180304	-	357	370
cg2297	NC_006958.1	2180301	2181077	-	777	610
cg2298	NC_006958.1	2181079	2181906	-	828	726
cg2299	NC_006958.1	2181910	2182650	-	741	936
cg2300	NC_006958.1	2182669	2183304	-	636	992
cg2301	NC_006958.1	2184349	2185617	-	1269	565
cg2302	NC_006958.1	2185667	2185894	-	228	288
cg2303	NC_006958.1	2185897	2186505	-	609	654
cg2304	NC_006958.1	2186522	2187622	-	1101	1064
cg2305	NC_006958.1	2187628	2188956	-	1329	2024
cg2306	NC_006958.1	2189190	2190392	+	1203	716
cg2307	NC_006958.1	2190487	2191140	-	654	897
cg2308	NC_006958.1	2191215	2191859	-	645	3780
cg2309	NC_006958.1	2191977	2192552	+	576	183
cg2310	NC_006958.1	2192559	2195069	+	2511	2864
cg2311	NC_006958.1	2195180	2195983	+	804	396
cg2312	NC_006958.1	2196018	2196794	-	777	93
cg2313	NC_006958.1	2196797	2197810	-	1014	61
cg2314	NC_006958.1	2197937	2198935	+	999	166
cg2315	NC_006958.1	2199127	2199927	-	801	107
cg2317	NC_006958.1	2199928	2200968	-	1041	188
cg2318	NC_006958.1	2200975	2201964	-	990	1635
cg2320	NC_006958.1	2202045	2202488	-	444	2323
cg2321	NC_006958.1	2202702	2204105	+	1404	1014
cg2322	NC_006958.1	2204190	2204798	+	609	129
cg2323	NC_006958.1	2204884	2207319	+	2436	1033
cg2324	NC_006958.1	2207363	2208388	+	1026	356
cg2326	NC_006958.1	2208723	2209109	-	387	59
cg2328	NC_006958.1	2209537	2210586	-	1050	179
cg2329	NC_006958.1	2210713	2211759	+	1047	254
cg2330	NC_006958.1	2211767	2212147	-	381	244
cg2331	NC_006958.1	2212158	2212391	-	234	314
cg2332	NC_006958.1	2212422	2213075	-	654	124
cg2333	NC_006958.1	2213130	2214854	+	1725	1229
cg2334	NC_006958.1	2214893	2216203	-	1311	1946
cg2336	NC_006958.1	2216418	2216927	+	510	3914
cg2337	NC_006958.1	2217035	2218240	-	1206	5197
cg2338	NC_006958.1	2218388	2221954	-	3567	3534
cg2339	NC_006958.1	2222050	2222892	+	843	342
cg2340	NC_006958.1	2223225	2223695	+	471	238
cg2341	NC_006958.1	2223692	2224678	+	987	841
cg2342	NC_006958.1	2224713	2225600	-	888	3538
cg2343	NC_006958.1	2225768	2228422	-	2655	1595
cg2344	NC_006958.1	2228392	2229345	-	954	446
cg2345	NC_006958.1	2229451	2230032	-	582	307
cg2346	NC_006958.1	2230032	2230964	-	933	567
cg2347	NC_006958.1	2230964	2231545	-	582	621
cg2348	NC_006958.1	2231721	2232725	+	1005	411
cg2349	NC_006958.1	2232883	2234535	+	1653	501
cg2352	NC_006958.1	2235453	2236430	+	978	585
cg2353	NC_006958.1	2236512	2236772	+	261	100
cg2354	NC_006958.1	2236691	2238301	-	1611	0
cg2355	NC_006958.1	2238566	2239969	-	1404	276
cg2356	NC_006958.1	2240057	2240917	-	861	74
cg2357	NC_006958.1	2240929	2241933	-	1005	137
cg2358	NC_006958.1	2241927	2242541	-	615	25
cg2359	NC_006958.1	2242657	2245821	-	3165	5967
cg2361	NC_006958.1	2246436	2247533	-	1098	13009
cg2362	NC_006958.1	2248022	2248309	-	288	705
cg2363	NC_006958.1	2248550	2249008	-	459	2522
cg2364	NC_006958.1	2249085	2249789	-	705	612
cg2365	NC_006958.1	2249791	2250531	-	741	302
cg2366	NC_006958.1	2250559	2251887	-	1329	4387
cg2367	NC_006958.1	2252139	2252807	-	669	653
cg2368	NC_006958.1	2252835	2254295	-	1461	1662
cg2369	NC_006958.1	2254330	2255421	-	1092	1008
cg2370	NC_006958.1	2255451	2257103	-	1653	1260
cg2371	NC_006958.1	2257106	2258524	-	1419	882
cg2372	NC_006958.1	2258531	2259631	-	1101	1105
cg2373	NC_006958.1	2259638	2261182	-	1545	1279
cg2374	NC_006958.1	2261192	2262757	-	1566	1038
cg2375	NC_006958.1	2262881	2264836	-	1956	1414
cg2376	NC_006958.1	2264992	2265588	-	597	1367
cg2377	NC_006958.1	2265786	2266799	-	1014	1419
cg2378	NC_006958.1	2267045	2267476	-	432	4227
cg2380	NC_006958.1	2268182	2268571	-	390	3096
cg2381	NC_006958.1	2268901	2269326	-	426	123
cg2382	NC_006958.1	2269551	2270114	+	564	501
cg2383	NC_006958.1	2270121	2271101	-	981	1190
cg2384	NC_006958.1	2271212	2272312	+	1101	730
cg2385	NC_006958.1	2272322	2273851	+	1530	802
cg2386	NC_006958.1	2273921	2274292	-	372	648
cg2388	NC_006958.1	2274434	2276656	+	2223	1305
cg2389	NC_006958.1	2276656	2277894	+	1239	179
cg2390	NC_006958.1	2277987	2279297	+	1311	379
cg2391	NC_006958.1	2279366	2280754	-	1389	5423
cg2392	NC_006958.1	2280842	2281348	-	507	265
cg2393	NC_006958.1	2281489	2283927	+	2439	645
cg2394	NC_006958.1	2284032	2285483	+	1452	743
cg2395	NC_006958.1	2285585	2285764	-	180	134
cg2397	NC_006958.1	2285905	2287158	-	1254	1218
cg2398	NC_006958.1	2287347	2288084	-	738	995
cg2399	NC_006958.1	2288251	2289222	-	972	525
cg2400	NC_006958.1	2289302	2290447	-	1146	724
cg2401	NC_006958.1	2290473	2291492	-	1020	1218
cg2402	NC_006958.1	2291637	2292266	-	630	13976
cg2403	NC_006958.1	2293141	2294760	-	1620	14933
cg2404	NC_006958.1	2294757	2295983	-	1227	9492
cg2405	NC_006958.1	2295980	2296867	-	888	6692
cg2406	NC_006958.1	2296942	2297532	-	591	5843
cg2407	NC_006958.1	2297790	2297945	-	156	36
cg2408	NC_006958.1	2298141	2298572	-	432	3273
cg2409	NC_006958.1	2298590	2299669	-	1080	10631
cg2410	NC_006958.1	2300188	2302110	+	1923	1814
cg2411	NC_006958.1	2302255	2302599	-	345	2347
cg2412	NC_006958.1	2302842	2303642	+	801	1174
cg2413	NC_006958.1	2303646	2304170	+	525	170
cg2414	NC_006958.1	2304199	2305275	+	1077	548
cg2415	NC_006958.1	2305287	2306210	+	924	186
cg2417	NC_006958.1	2306697	2307458	-	762	576
cg2418	NC_006958.1	2307584	2308687	-	1104	1550
cg2419	NC_006958.1	2308907	2310409	+	1503	2109
cg2420	NC_006958.1	2310417	2310812	-	396	306
cg2421	NC_006958.1	2310941	2312968	+	2028	9722
cg2422	NC_006958.1	2313084	2313839	+	756	633
cg2423	NC_006958.1	2313976	2315022	+	1047	2121
cg2424	NC_006958.1	2315151	2315933	+	783	2187
cg2425	NC_006958.1	2316103	2317722	+	1620	637
cg2426	NC_006958.1	2317958	2319568	-	1611	86
cg2428	NC_006958.1	2319747	2320220	-	474	541
cg2429	NC_006958.1	2320501	2321934	+	1434	4937
cg2430	NC_006958.1	2322077	2322244	-	168	188
cg2431	NC_006958.1	2322581	2322982	-	402	131
cg2432	NC_006958.1	2322979	2323515	-	537	193
cg2434	NC_006958.1	2323595	2324503	+	909	109
cg2435	NC_006958.1	2324505	2324900	+	396	291
cg2437	NC_006958.1	2325269	2326714	-	1446	1990
cg2438	NC_006958.1	2326855	2327073	+	219	397
cg2440	NC_006958.1	2327194	2328519	+	1326	768
cg2442	NC_006958.1	2328937	2329383	+	447	115
cg2443	NC_006958.1	2329399	2329806	+	408	257
cg2444	NC_006958.1	2329823	2330305	-	483	806
cg2445	NC_006958.1	2330442	2331089	-	648	573
cg2446	NC_006958.1	2331284	2334421	-	3138	1260
cg2447	NC_006958.1	2334488	2335828	-	1341	678
cg2449	NC_006958.1	2336026	2337132	+	1107	29
cg2450	NC_006958.1	2337273	2339090	+	1818	1239
cg2451	NC_006958.1	2339144	2339326	-	183	439
cg2452	NC_006958.1	2339464	2340759	+	1296	371
cg2453	NC_006958.1	2340786	2342195	-	1410	693
cg2455	NC_006958.1	2343082	2344230	-	1149	768
cg2456	NC_006958.1	2344243	2344962	-	720	420
cg2457	NC_006958.1	2344993	2346135	-	1143	540
cg2458	NC_006958.1	2346217	2346873	+	657	386
cg2459	NC_006958.1	2346860	2347360	+	501	511
cg2460	NC_006958.1	2347440	2348396	+	957	767
cg2461	NC_006958.1	2348668	2349063	-	396	4
cg2462	NC_006958.1	2349440	2349952	+	513	251
cgtRNA_3569	NC_006958.1	2350366	2350441	-	76	152
cg2464	NC_006958.1	2350554	2350985	-	432	6831
cg2466	NC_006958.1	2351652	2354420	+	2769	19234
cg2467	NC_006958.1	2354497	2355288	-	792	2554
cg2468	NC_006958.1	2355292	2356182	-	891	2349
cg2470	NC_006958.1	2356179	2357171	-	993	4216
cg2472	NC_006958.1	2358284	2359246	-	963	274
cg2473	NC_006958.1	2359340	2359633	+	294	380
cg2474	NC_006958.1	2359670	2360497	+	828	1715
cg2475	NC_006958.1	2360511	2361545	+	1035	492
cg2477	NC_006958.1	2362106	2362534	-	429	7239
cg2478	NC_006958.1	2362856	2363665	-	810	629
cg2479	NC_006958.1	2363747	2364205	-	459	36
cg2480	NC_006958.1	2364251	2364814	-	564	41
cg2481	NC_006958.1	2364839	2365081	+	243	181
cg2482	NC_006958.1	2365103	2365648	+	546	73
cg2483	NC_006958.1	2365645	2366073	-	429	24
cg2484	NC_006958.1	2366269	2366613	+	345	80
cgtRNA_3570	NC_006958.1	2366664	2366740	-	77	44
cg2485	NC_006958.1	2366891	2368441	+	1551	46
cgtRNA_3571	NC_006958.1	2368522	2368597	+	76	35
cgtRNA_3572	NC_006958.1	2368733	2368808	+	76	7
cg2487	NC_006958.1	2368939	2370777	+	1839	993
cg2488	NC_006958.1	2370833	2371075	+	243	270
cg2489	NC_006958.1	2371077	2372978	-	1902	681
cg2490	NC_006958.1	2373018	2373512	+	495	393
cg2491	NC_006958.1	2373513	2373758	+	246	185
cg2492	NC_006958.1	2373816	2375687	-	1872	4131
cg2493	NC_006958.1	2376198	2376524	+	327	58
cg2494	NC_006958.1	2376659	2377933	-	1275	477
cg2495	NC_006958.1	2377934	2378536	-	603	348
cg2496	NC_006958.1	2378653	2380707	+	2055	989
cg2497	NC_006958.1	2381451	2381939	-	489	302
cg2498	NC_006958.1	2381952	2382536	-	585	851
cg2499	NC_006958.1	2382628	2384013	-	1386	5864
cg2500	NC_006958.1	2384255	2384626	+	372	365
cg2502	NC_006958.1	2384667	2385101	+	435	733
cg2504	NC_006958.1	2385243	2386796	+	1554	42
cg2507	NC_006958.1	2386970	2388043	-	1074	187
cg2508	NC_006958.1	2388043	2388774	-	732	413
cg2509	NC_006958.1	2388894	2389622	-	729	190
cg2510	NC_006958.1	2389641	2390558	-	918	886
cg2511	NC_006958.1	2390662	2391984	-	1323	459
cg2512	NC_006958.1	2391985	2392575	-	591	326
cg2513	NC_006958.1	2392572	2393591	-	1020	784
cg2514	NC_006958.1	2393647	2394372	-	726	678
cg2515	NC_006958.1	2394372	2395520	-	1149	1413
cg2516	NC_006958.1	2395587	2396615	-	1029	1166
cg2517	NC_006958.1	2396637	2397779	-	1143	264
cg2518	NC_006958.1	2397877	2398377	+	501	792
cg2519	NC_006958.1	2398448	2399128	-	681	1128
cg2520	NC_006958.1	2399479	2399859	-	381	281
cg2521	NC_006958.1	2399856	2401703	-	1848	1668
cg2523	NC_006958.1	2401971	2404091	+	2121	13943
cg2524	NC_006958.1	2404183	2406048	+	1866	1492
cg2527	NC_006958.1	2406477	2408513	-	2037	744
cg2528	NC_006958.1	2408546	2409727	+	1182	135
cg2529	NC_006958.1	2409731	2411584	+	1854	915
cg2530	NC_006958.1	2411581	2412672	+	1092	352
cg2531	NC_006958.1	2412677	2413246	-	570	696
cg2533	NC_006958.1	2413274	2415031	-	1758	44
cg2534	NC_006958.1	2415028	2415594	-	567	85
cg2535	NC_006958.1	2415705	2416226	-	522	542
cg2536	NC_006958.1	2416281	2417387	+	1107	2005
cg2537	NC_006958.1	2417424	2418671	+	1248	1074
cg2538	NC_006958.1	2418696	2419676	+	981	561
cg2539	NC_006958.1	2420000	2421847	-	1848	3639
cg2540	NC_006958.1	2421995	2422519	-	525	157
cg2542	NC_006958.1	2422531	2423460	-	930	176
cg2543	NC_006958.1	2423466	2426312	-	2847	114
cg2544	NC_006958.1	2426391	2427113	+	723	97
cg2545	NC_006958.1	2427124	2427381	-	258	18
cg2546	NC_006958.1	2427392	2428741	-	1350	105
cg2547	NC_006958.1	2429009	2429434	-	426	36
cg2549	NC_006958.1	2429539	2431050	+	1512	536
cg2550	NC_006958.1	2431047	2432015	+	969	299
cg2551	NC_006958.1	2432016	2432846	+	831	182
cg2552	NC_006958.1	2432809	2434278	+	1470	336
cg2553	NC_006958.1	2434275	2434826	-	552	392
cg2554	NC_006958.1	2434917	2435822	+	906	309
cg2556	NC_006958.1	2436020	2437447	+	1428	314
cg2557	NC_006958.1	2437711	2438685	-	975	754
cg2558	NC_006958.1	2438834	2439601	+	768	1473
cg2559	NC_006958.1	2439598	2441817	-	2220	3217
cg2560	NC_006958.1	2442417	2443715	+	1299	1562
cg2561	NC_006958.1	2443927	2444499	+	573	678
cg2562	NC_006958.1	2444567	2445157	-	591	224
cg2563	NC_006958.1	2445330	2447222	+	1893	1262
cg2564	NC_006958.1	2447514	2447795	-	282	7425
cg2565	NC_006958.1	2448174	2449172	+	999	694
cg2566	NC_006958.1	2449327	2450931	+	1605	278
cg2567	NC_006958.1	2451056	2451442	+	387	36
cg2568	NC_006958.1	2451572	2452885	-	1314	26
cg2569	NC_006958.1	2452887	2453408	-	522	1
cg2570	NC_006958.1	2453408	2454157	-	750	6
cg2571	NC_006958.1	2454222	2456069	-	1848	3972
cg2572	NC_006958.1	2456338	2456949	+	612	1338
cg2573	NC_006958.1	2457150	2457413	+	264	6411
cg2574	NC_006958.1	2457475	2458146	-	672	567
cg2575	NC_006958.1	2458151	2458552	-	402	710
cg2576	NC_006958.1	2458584	2459579	-	996	353
cg2577	NC_006958.1	2459586	2461250	-	1665	24
cg2578	NC_006958.1	2461247	2461900	-	654	28
cg2579	NC_006958.1	2461964	2462788	-	825	791
cg2581	NC_006958.1	2462825	2463535	-	711	1166
cg2582	NC_006958.1	2463547	2464020	-	474	1150
cg2584	NC_006958.1	2464175	2464831	-	657	348
cg2585	NC_006958.1	2464889	2465914	-	1026	396
cg2586	NC_006958.1	2466013	2467311	-	1299	3842
cg2587	NC_006958.1	2467370	2468284	-	915	1461
cg2588	NC_006958.1	2468344	2469573	-	1230	1879
cg2589	NC_006958.1	2469683	2471188	-	1506	2021
cg2590	NC_006958.1	2471370	2473349	+	1980	926
cg2591	NC_006958.1	2473409	2474326	-	918	1673
cg2592	NC_006958.1	2474412	2475035	+	624	420
cg2593	NC_006958.1	2475212	2475484	+	273	148
cg2594	NC_006958.1	2475657	2475923	-	267	6626
cg2595	NC_006958.1	2475973	2476278	-	306	13496
cg2597	NC_006958.1	2476504	2479569	-	3066	2025
cg2598	NC_006958.1	2479782	2480519	+	738	207
cg2599	NC_006958.1	2480598	2481182	+	585	123
cg2600	NC_006958.1	2481196	2482506	-	1311	34
cg2601	NC_006958.1	2482638	2483102	+	465	131
cg2602	NC_006958.1	2483103	2483555	+	453	159
cg2603	NC_006958.1	2483622	2484032	-	411	5405
cg2604	NC_006958.1	2484082	2484402	-	321	143
cg2605	NC_006958.1	2484479	2484823	+	345	483
cg2606	NC_006958.1	2484827	2485294	-	468	318
cg2607	NC_006958.1	2485365	2485790	-	426	761
cg2608	NC_006958.1	2485787	2487310	-	1524	1922
cg2609	NC_006958.1	2487310	2490021	-	2712	4461
cg2610	NC_006958.1	2490071	2491648	-	1578	647
cg2611	NC_006958.1	2491885	2493339	+	1455	1671
cg2612	NC_006958.1	2493340	2493927	-	588	689
cg2613	NC_006958.1	2493938	2494924	-	987	1563
cg2614	NC_006958.1	2495237	2496016	+	780	531
cg2615	NC_006958.1	2496013	2496591	-	579	147
cg2616	NC_006958.1	2496775	2497905	+	1131	27
cg2617	NC_006958.1	2497909	2498886	+	978	661
cg2618	NC_006958.1	2498898	2500238	+	1341	973
cg2619	NC_006958.1	2500224	2501156	-	933	544
cg2620	NC_006958.1	2501157	2502437	-	1281	2656
cg2621	NC_006958.1	2502567	2503655	+	1089	533
cg2622	NC_006958.1	2503642	2504277	-	636	254
cg2623	NC_006958.1	2504277	2505020	-	744	130
cg2624	NC_006958.1	2505094	2505861	+	768	51
cg2625	NC_006958.1	2505877	2507103	+	1227	97
cg2626	NC_006958.1	2507106	2507861	+	756	102
cg2627	NC_006958.1	2507872	2509935	+	2064	319
cg2628	NC_006958.1	2509921	2510289	-	369	145
cg2629	NC_006958.1	2510289	2511407	-	1119	412
cg2630	NC_006958.1	2511382	2511996	-	615	315
cg2631	NC_006958.1	2512008	2512700	-	693	376
cg2633	NC_006958.1	2512860	2514026	-	1167	26
cg2634	NC_006958.1	2514185	2514478	-	294	129
cg2635	NC_006958.1	2514491	2515612	-	1122	385
cg2636	NC_006958.1	2515695	2516552	-	858	1563
cg2637	NC_006958.1	2516970	2518463	+	1494	21
cg2638	NC_006958.1	2518503	2518997	+	495	7
cg2639	NC_006958.1	2519009	2520547	+	1539	19
cg2640	NC_006958.1	2520544	2521374	+	831	44
cg2641	NC_006958.1	2521447	2524134	+	2688	265
cg2642	NC_006958.1	2524281	2525621	+	1341	127
cg2643	NC_006958.1	2525702	2526946	+	1245	97
cg2644	NC_006958.1	2526990	2527616	-	627	2172
cg2645	NC_006958.1	2527651	2528244	-	594	1721
cg2647	NC_006958.1	2528433	2529782	-	1350	8927
cgtRNA_3573	NC_006958.1	2529899	2529972	-	74	619
cg2648	NC_006958.1	2530285	2530782	+	498	22
cg2649	NC_006958.1	2530782	2531810	+	1029	50
cg2650	NC_006958.1	2531807	2532265	+	459	33
cgtRNA_3574	NC_006958.1	2532281	2532355	-	75	25
cg2651	NC_006958.1	2532791	2533042	+	252	2917
cg2652	NC_006958.1	2533156	2533596	-	441	317
cg2654	NC_006958.1	2533751	2534017	-	267	4
cg2657	NC_006958.1	2534639	2535526	+	888	1727
cg2658	NC_006958.1	2535605	2536078	-	474	1416
cg2659	NC_006958.1	2536223	2536921	-	699	16
cg2661	NC_006958.1	2537296	2537907	-	612	2058
cg2662	NC_006958.1	2538021	2540624	+	2604	3593
cg2664	NC_006958.1	2540887	2541972	+	1086	143
cg2665	NC_006958.1	2541982	2543022	-	1041	364
cg2666	NC_006958.1	2543186	2543854	+	669	89
cg2667	NC_006958.1	2543869	2544027	+	159	30
cg2668	NC_006958.1	2544024	2544353	-	330	29
cg2670	NC_006958.1	2544332	2545540	-	1209	24
cg2672	NC_006958.1	2545516	2546340	-	825	39
cg2673	NC_006958.1	2546453	2547574	-	1122	158
cg2674	NC_006958.1	2547654	2548889	-	1236	1610
cg2675	NC_006958.1	2548905	2550548	-	1644	520
cg2676	NC_006958.1	2550552	2551436	-	885	239
cg2677	NC_006958.1	2551442	2552383	-	942	270
cg2678	NC_006958.1	2552384	2554093	-	1710	706
cg2679	NC_006958.1	2554240	2556183	+	1944	661
cg2680	NC_006958.1	2556235	2557605	+	1371	767
cg2683	NC_006958.1	2557889	2559442	+	1554	85
cg2684	NC_006958.1	2559652	2560401	+	750	407
cg2685	NC_006958.1	2560398	2561108	-	711	318
cg2686	NC_006958.1	2561241	2561981	+	741	1010
cg2687	NC_006958.1	2561985	2563145	-	1161	1876
cg2688	NC_006958.1	2563247	2564032	-	786	223
cg2689	NC_006958.1	2564078	2564473	+	396	146
cg2690	NC_006958.1	2564514	2565644	+	1131	338
cg2691	NC_006958.1	2565641	2566270	-	630	544
cg2692	NC_006958.1	2566270	2566737	-	468	683
cg2694	NC_006958.1	2567495	2567659	-	165	6
cg2695	NC_006958.1	2567721	2569391	-	1671	9002
cg2697	NC_006958.1	2569542	2570159	-	618	28
cg2699	NC_006958.1	2570335	2572488	-	2154	473
cgtRNA_3575	NC_006958.1	2572697	2572773	+	77	117
cg2700	NC_006958.1	2573137	2574558	+	1422	8
cgtRNA_3576	NC_006958.1	2574634	2574709	+	76	45
cg2701	NC_006958.1	2575617	2576258	-	642	2432
cg2703	NC_006958.1	2576281	2577195	-	915	6661
cg2704	NC_006958.1	2577199	2578044	-	846	8332
cg2705	NC_006958.1	2578233	2579564	-	1332	51853
cg2707	NC_006958.1	2579857	2581101	-	1245	5055
cg2708	NC_006958.1	2581184	2582314	-	1131	10458
cg2710	NC_006958.1	2583207	2583950	+	744	55
cg2712	NC_006958.1	2584748	2585310	-	563	32
cg2714	NC_006958.1	2586209	2587087	+	879	18
cg2715	NC_006958.1	2587610	2588794	-	1185	241
cg2716	NC_006958.1	2588920	2589672	+	753	168
cg2717	NC_006958.1	2589746	2590546	+	801	708
cg2718	NC_006958.1	2590556	2591215	+	660	576
cg2719	NC_006958.1	2591212	2592456	-	1245	599
cg2720	NC_006958.1	2592644	2593855	-	1212	1323
cgtRNA_3577	NC_006958.1	2594322	2594397	+	76	203
cgtRNA_3578	NC_006958.1	2594485	2594557	+	73	401
cg2722	NC_006958.1	2594635	2595282	+	648	99
cg2725	NC_006958.1	2595722	2597032	-	1311	13
cg2726	NC_006958.1	2597274	2597483	+	210	37
cg2727	NC_006958.1	2597480	2597989	-	510	134
cg2728	NC_006958.1	2598164	2599405	-	1242	257
cg2729	NC_006958.1	2599598	2600053	+	456	36
cg2730	NC_006958.1	2600113	2600529	+	417	2
cg2731	NC_006958.1	2600600	2602156	+	1557	72
cg2732	NC_006958.1	2602310	2602813	+	504	22
cg2733	NC_006958.1	2602977	2604143	+	1167	24
cg2734	NC_006958.1	2604217	2604777	+	561	932
cg2735	NC_006958.1	2604817	2605092	-	276	943
cg2737	NC_006958.1	2605763	2606428	+	666	634
cg2738	NC_006958.1	2606418	2606825	-	408	154
cg2739	NC_006958.1	2606836	2608263	-	1428	143
cg2740	NC_006958.1	2608540	2608845	+	306	51
cg2741	NC_006958.1	2608911	2609327	-	417	45
cg2743	NC_006958.1	2610320	2619310	-	8991	10606
cg2745	NC_006958.1	2619593	2619799	-	207	107
cg2746	NC_006958.1	2619906	2621090	-	1185	211
cg2747	NC_006958.1	2621266	2621841	+	576	899
cgtRNA_3579	NC_006958.1	2621918	2622002	-	85	17
cg2748	NC_006958.1	2622115	2622579	+	465	545
cg2750	NC_006958.1	2622660	2623016	+	357	832
cg2751	NC_006958.1	2623091	2623711	-	621	1026
cg2753	NC_006958.1	2623738	2624475	-	738	1102
cg2755	NC_006958.1	2624680	2624892	-	213	2
cg2756	NC_006958.1	2624997	2625686	-	690	46
cg2757	NC_006958.1	2625750	2626331	-	582	100
cg2758	NC_006958.1	2626546	2627874	-	1329	666
cg2759	NC_006958.1	2628126	2628662	+	537	28
cg2760	NC_006958.1	2628645	2629307	-	663	48
cg2761	NC_006958.1	2629407	2630174	-	768	774
cg2762	NC_006958.1	2630277	2631131	-	855	472
cg2765	NC_006958.1	2631182	2631808	+	627	263
cg2766	NC_006958.1	2631818	2632312	-	495	715
cg2767	NC_006958.1	2632342	2633091	-	750	686
cg2768	NC_006958.1	2633088	2634002	-	915	648
cg2770	NC_006958.1	2634002	2634541	-	540	508
cg2772	NC_006958.1	2634554	2634856	-	303	495
cg2773	NC_006958.1	2635186	2635737	+	552	929
cg2774	NC_006958.1	2635734	2637074	+	1341	1519
cg2776	NC_006958.1	2637534	2639531	+	1998	524
cg2777	NC_006958.1	2639541	2640434	-	894	725
cg2778	NC_006958.1	2640510	2641058	-	549	618
cg2779	NC_006958.1	2641228	2642529	-	1302	2310
cg2780	NC_006958.1	2642734	2644488	-	1755	24471
cg2781	NC_006958.1	2645009	2646013	-	1005	3387
cg2782	NC_006958.1	2646478	2646966	+	489	5938
cg2783	NC_006958.1	2647165	2647917	+	753	416
cg2784	NC_006958.1	2647914	2648576	-	663	160
cg2785	NC_006958.1	2648589	2648867	-	279	7
cg2786	NC_006958.1	2649149	2651254	-	2106	3223
cg2787	NC_006958.1	2651355	2651801	-	447	504
cg2789	NC_006958.1	2652090	2652323	-	234	1924
cg2791	NC_006958.1	2652894	2653016	-	123	4885
cg2792	NC_006958.1	2653220	2654053	+	834	1209
cg2793	NC_006958.1	2654050	2654799	-	750	475
cg2794	NC_006958.1	2654802	2655215	-	414	928
cg2795	NC_006958.1	2655298	2656320	-	1023	1461
cg2796	NC_006958.1	2656593	2657966	+	1374	89
cg2797	NC_006958.1	2657989	2658825	+	837	98
cgtRNA_3580	NC_006958.1	2658899	2658974	-	76	12
cg2799	NC_006958.1	2659120	2659845	-	726	1977
cg2800	NC_006958.1	2660060	2661724	-	1665	1118
cg2801	NC_006958.1	2661824	2662114	+	291	25
cg2802	NC_006958.1	2662111	2662437	+	327	16
cg2803	NC_006958.1	2662447	2663241	+	795	178
cg2804	NC_006958.1	2663390	2664730	+	1341	130
cg2805	NC_006958.1	2664973	2666595	+	1623	1484
cg2806	NC_006958.1	2666600	2666956	+	357	212
cg2807	NC_006958.1	2666991	2667365	-	375	125
cg2808	NC_006958.1	2667513	2668889	+	1377	11
cg2809	NC_006958.1	2669054	2669770	-	717	163
cg2810	NC_006958.1	2669865	2671253	-	1389	267
cg2811	NC_006958.1	2671597	2674158	-	2562	3064
cg2812	NC_006958.1	2674158	2675012	-	855	914
cgr10	NC_006958.1	2675385	2675501	-	117	1
cgr12	NC_006958.1	2679092	2680626	-	1535	4
cg2822	NC_006958.1	2681447	2682231	+	785	16
cg2823	NC_006958.1	2682244	2682972	+	729	186
cg2824	NC_006958.1	2683523	2684050	+	528	6
cgr13	NC_006958.1	2684251	2684367	-	117	1
cgr15	NC_006958.1	2687956	2689492	-	1537	40
cg2828	NC_006958.1	2689661	2689858	-	198	862
cg2829	NC_006958.1	2690104	2691360	-	1257	1315
cg2830	NC_006958.1	2691421	2691993	+	573	1230
cg2831	NC_006958.1	2692053	2692898	-	846	1678
cg2833	NC_006958.1	2693596	2694531	+	936	16787
cg2834	NC_006958.1	2694717	2695283	+	567	1080
cg2835	NC_006958.1	2695438	2695728	-	291	1094
cgtRNA_3581	NC_006958.1	2695845	2695920	-	76	85
cgtRNA_3582	NC_006958.1	2695953	2696026	-	74	365
